ID,name,cre_id,lat,lng,regular,premium,diesel
3878,ESTACIONES DE SERVICIO S.A. DE C.V.,PL/2435/EXP/ES/2015,20.5824,-100.4072,,,
3879,EL CRUCERO DE ZACATLAN SA DE CV ,PL/2558/EXP/ES/2015,19.92479,-97.97018,22.99,,
3880,Servicio Zona Industrial SA de CV,PL/2423/EXP/ES/2015,19.2949,-99.62721,,23.2,
3881,PETROAGUILA SA DE CV,PL/2394/EXP/ES/2015,24.7881,-107.395,,24.59,
3882,ORSAN DEL NORTE S.A. DE C.V.,PL/2245/EXP/ES/2015,25.76164,-100.2941,,27.99,
3883,SERVICIO JACINTO CEJA VELAZQUEZ S.A. DE C.V.,PL/2452/EXP/ES/2015,19.67708,-101.9561,24.31,,
3884,GRUPO JIMMEX S.A. DE C.V.,PL/2523/EXP/ES/2015,19.84079,-99.27819,,24.79,
3885,"SERVICIO SAHUAYO, SA DE CV.",PL/2433/EXP/ES/2015,20.04229,-102.7169,,25.94,
3886,ESTACION DE SERVICIO LA NORIA NAPATECO SA DE CV,PL/2463/EXP/ES/2015,20.1375,-98.34805,22.99,,
3887,COMERCIALIZADORA OPTIMOS SA DE CV,PL/2517/EXP/ES/2015,20.33327,-102.2309,,25.5,
3888,"SERVICIO ATA, S.A. DE C.V.",PL/2313/EXP/ES/2015,19.78615,-99.86644,,25.09,
3889,"ENERGIA Y SERVICIOS COORDINADOS, S.A. DE C.V.",PL/2346/EXP/ES/2015,25.56019,-103.4346,,24.99,
3890,"ENERGIA Y SERVICIOS COORDINADOS, S.A. DE C.V.",PL/2501/EXP/ES/2015,25.59768,-103.4036,23.99,,
3891,SERVICIOS INTEGRALES DE TLAQUEPAQUE S.A. DE C.V.,PL/2392/EXP/ES/2015,20.59286,-103.3338,,25.09,
3892,"SERVICIOS CHIMABEL, S.A. DE C.V.",PL/2545/EXP/ES/2015,25.69972,-100.3248,23.59,,
3893,SERVICO AMADOR DEL RIVERO SA DE CV,PL/2442/EXP/ES/2015,17.6089,-93.19232,22.89,,
3894,"ENERGIA Y SERVICIOS COORDINADOS, S.A. DE C.V.",PL/2329/EXP/ES/2015,25.61852,-103.3924,,,24.99
3895,PETRO MAR DEL GOLFO SA DE CV,PL/2534/EXP/ES/2015,20.50939,-97.4689,,25.25,
3896,SERVICIOS ENERGÉTICOS DE TECAMAC S.A. DE C.V.,PL/2508/EXP/ES/2015,19.61478,-99.00144,,24.49,
3897,"ESTACION CINCUENTA Y UNO, S.A. DE C.V.",PL/2320/EXP/ES/2015,19.53148,-99.14192,,25.74,
3898,"SERVICIO ROKY, S. A. DE C. V.",PL/2489/EXP/ES/2015,19.54076,-99.02561,,24.99,
3899,Almacenes Distribuidores de la Frontera SA de CV,PL/2272/EXP/ES/2015,31.62635,-106.4436,18.39,,
3900,ESTACIONES DE SERVICIO S.A. DE C.V.,PL/2397/EXP/ES/2015,20.65173,-100.3431,,25.99,
3901,Almacenes Distribuidores de la Frontera SA de CV,PL/2270/EXP/ES/2015,31.6764,-106.4457,,20.39,
3902,"SERVICIOS CHIMABEL, S.A. DE C.V.",PL/2547/EXP/ES/2015,25.75474,-100.2768,,25.59,
3903,"ENERGIA Y SERVICIOS COORDINADOS, S.A. DE C.V.",PL/2525/EXP/ES/2015,25.52226,-103.384,,26.19,
3904,OPERADORA DE COMBUSTIBLES SAN JOSE S DE RL DE CV,PL/2453/EXP/ES/2015,17.10817,-96.76149,24.23,,
3905,RICARDO CRUZ AGUILERA,PL/2450/EXP/ES/2015,20.46765,-101.5269,23.68,,
3906,"SERVICIO DE GASOLINIERA HIDALGO, SA DE CV  E02342",PL/2361/EXP/ES/2015,22.23939,-97.86957,22.99,,
3907,ESTACIONES DE SERVICIO S.A. DE C.V.,PL/2373/EXP/ES/2015,20.61669,-100.4217,23.39,,
3908,MULTISERVICIOS OTTO S.A. DE C.V.,PL/2298/EXP/ES/2015,21.86443,-102.2362,23.79,,
3909,Grupo Garcia Montaño SA de CV,PL/2417/EXP/ES/2015,32.66928,-115.3936,22.69,,
3910,"ENERGIA Y SERVICIOS COORDINADOS, S.A. DE C.V.",PL/2363/EXP/ES/2015,25.74845,-103.2987,,,24.89
3911,"ENERGIA Y SERVICIOS COORDINADOS, S.A. DE C.V.",PL/2333/EXP/ES/2015,25.60999,-103.4488,,,24.99
3912,"BP ESTACIONES Y SERVICIOS ENERGETICOS, S.A. DE C.V.",PL/2509/EXP/ES/2015,19.5491,-99.17198,23.79,,
3913,AUTOSERVICIO GASHR SA DE CV,PL/2383/EXP/ES/2015,20.41271,-103.5574,,25.89,
3914,"ENERGIA Y SERVICIOS COORDINADOS, S.A. DE C.V.",PL/2497/EXP/ES/2015,25.51835,-103.4199,,26.19,
3915,"ENERGIA Y SERVICIOS COORDINADOS, S.A. DE C.V.",PL/2513/EXP/ES/2015,25.56117,-103.4737,,,24.99
3916,"ENERGIA Y SERVICIOS COORDINADOS, S.A. DE C.V.",PL/2331/EXP/ES/2015,25.59757,-103.3822,,26.19,
3917,"GASOLINERA ANAHUAC , S.A. DE C.V.",PL/2484/EXP/ES/2015,25.7364,-100.3044,,26.38,
3918,ESTACIONES DE SERVICIO S.A. DE C.V.,PL/2539/EXP/ES/2015,20.4071,-99.98611,,24.89,
3919,Combustibles Toluca SA de CV,PL/2382/EXP/ES/2015,19.27128,-99.66434,,,23.8
3920,"ENERGIA Y SERVICIOS COORDINADOS, S.A. DE C.V.",PL/2499/EXP/ES/2015,25.58392,-103.5048,,,
3921,Almacenes Distribuidores de la Frontera SA de CV,PL/2277/EXP/ES/2015,30.63903,-106.5149,,24.73,
3922,"SERVICIO ANILLO VIAL, SA DE CV",PL/2355/EXP/ES/2015,20.39678,-101.1789,23.49,,
3923,SERVICIO LOS LAGOS SA DE CV,PL/2469/EXP/ES/2015,21.27908,-102.2937,22.49,,
3924,GASOLINERA ISRAEL 57 SA DE CV,PL/2541/EXP/ES/2015,22.13312,-100.9291,23.99,,
3925,PETRO MAR DEL GOLFO SA DE CV,PL/2311/EXP/ES/2015,18.96381,-98.1746,23.2,,
3926,GASISLO 2000 SA DE CV,PL/2563/EXP/ES/2015,23.18797,-102.8636,,25.19,
3927,AUTO CENTRO BOULEVARD SA DE CV ,PL/2295/EXP/ES/2015,16.74876,-93.151,,,24.39
3928,"UNION DE GASOLINEROS LAS TORRES, SA DE CV  E12587",PL/2470/EXP/ES/2015,22.30897,-97.88753,,23.89,
3929,SERVICIO MARANDA SA DE CV,PL/2350/EXP/ES/2015,20.7085,-101.3653,,26.27,
3930,SUPER ESTACION RESERVAS SA DE CV,PL/2522/EXP/ES/2015,27.5058,-99.5862,,22.5,
3931,AUTO SERVICIO GUASAVITO SA DE CV,PL/2291/EXP/ES/2015,25.56862,-108.4403,,,25.31
3932,"MABA SAN FRANCISCO, S.A. DE C.V.",PL/2380/EXP/ES/2015,19.96368,-99.52943,,24.94,
3933,"SUPER SERVICIO FLORENCIA, SA DE CV ",PL/2457/EXP/ES/2015,19.52719,-99.03139,23.39,,
3934,COMERCIALIZADORA NANDALUMI SA DE CV,PL/2409/EXP/ES/2015,16.14108,-93.17387,,25.08,
3935,SERVICIO 18 DE MARZO SA DE CV   E12448,PL/2402/EXP/ES/2015,22.25026,-97.84517,22.89,,
3936,ORSAN DEL NORTE S.A. DE C.V.,PL/2259/EXP/ES/2015,26.90241,-101.4229,,,16.65
3937,SERVICIO JARDINADAS SA DE CV,PL/2515/EXP/ES/2015,19.97515,-102.2848,,25.69,
3938,ESTACIÓN DE SERVICIO LOS AVALLANOS S.A. DE C.V.,PL/2437/EXP/ES/2015,21.03732,-86.85023,25.43,,
3939,TURISMO Y COMBUSTIBLES SA DE CV,PL/2431/EXP/ES/2015,25.4228,-100.1469,,24.99,
3940,PEDRO MARTINEZ RAMIREZ,PL/2553/EXP/ES/2015,20.65222,-103.3286,23.95,,
3941,ASOCIACION GASOLINERA PIEDRAS NEGRAS SA DE CV,PL/2310/EXP/ES/2015,21.02522,-102.4215,24.99,,
3942,"ENERGIA Y SERVICIOS COORDINADOS, S.A. DE C.V.",PL/2336/EXP/ES/2015,25.55377,-103.4411,23.99,,
3943,"ENERGIA Y SERVICIOS COORDINADOS, S.A. DE C.V.",PL/2503/EXP/ES/2015,25.55716,-103.4485,23.99,,
3944,"ENERGIA Y SERVICIOS COORDINADOS, S.A. DE C.V.",PL/2360/EXP/ES/2015,25.53599,-103.4483,23.99,,
3945,ORSAN DEL NORTE S.A. DE C.V.,PL/2262/EXP/ES/2015,27.93691,-101.2277,24.19,,
3946,"SERVICIO ORIENTAL, S.A. DE C.V. ",PL/2404/EXP/ES/2015,19.54074,-99.03994,,25.54,
3947,ESTACION DE SERVICIO LA VENTA SA DE CV,PL/2344/EXP/ES/2015,20.65272,-101.3555,,26.19,
3948,SERVICIO LA CALZADA SA DE CV,PL/2391/EXP/ES/2015,19.97021,-102.2962,,,26.61
3949,PEDRO RAFAEL PINTO VIVAS,PL/2451/EXP/ES/2015,25.80297,-108.4811,,24.99,
3950,Servicios de Gasolina Santos S.A. de C.V.,PL/2464/EXP/ES/2015,25.67459,-100.376,26.39,,
3951,OLEUM S.A. DE C.V ,PL/2420/EXP/ES/2015,20.62025,-100.4578,,23.89,
3952,ESTACION DE SERVICIO DIVISION PANZER SA DE CV,PL/2521/EXP/ES/2015,27.48178,-99.517,,22.5,
3953,"JEZAM COMBUSTIBLES, S.A. DE C.V.",PL/2254/EXP/ES/2015,24.06117,-104.6337,,25.28,
3954,Gasolinera Unión S.A. de C.V,PL/2544/EXP/ES/2015,21.10086,-101.7166,23.09,,
3955,SERVICIO MURANO SA DE CV,PL/2338/EXP/ES/2015,20.68524,-101.3777,,25.31,
3956,"SERVICIO YU GAR, SA DE CV  E04213",PL/2323/EXP/ES/2015,22.26504,-97.82451,22.54,,
3957,OLEUM S.A. DE C.V ,PL/2494/EXP/ES/2015,20.63829,-100.4155,,23.89,
3958,"ENERGIA Y SERVICIOS COORDINADOS, S.A. DE C.V.",PL/2290/EXP/ES/2015,25.57818,-103.3921,23.99,,
3959,"GASOLINERA Y SERVICIO VERACRUZ, S. DE R.L. DE C.V.",PL/2282/EXP/ES/2015,19.53028,-96.93169,23.79,,
3960,"SERVICIO GUAJARDO, S.A. DE C.V.",PL/2362/EXP/ES/2015,25.74483,-100.1751,23.5,,
3961,ORSAN DEL NORTE S.A. DE C.V.,PL/2246/EXP/ES/2015,27.27612,-99.61275,,,24.99
3962,Grupo Azca SA de CV,PL/2251/EXP/ES/2015,19.4796,-99.18956,23.43,,
3963,"ESTACION PIRU, S.A. DE C.V.",PL/2319/EXP/ES/2015,32.4606,-116.8873,22.99,,
3964,"GRUPO EMPRESARIAL 3 MIXTECAS, S.A. DE C.V.",PL/2359/EXP/ES/2015,17.81121,-97.7794,25.0,,
3965,INMOBILIARIA CLAVELES S.A. DE C.V.,PL/2436/EXP/ES/2015,21.18754,-86.84583,25.48,,
3966,"GASRAPID, S.A. DE C.V.",PL/2316/EXP/ES/2015,19.9523,-99.54532,,24.93,
3967,Distribuidora de Combustibles Emiliano Zapata S.A.,PL/2438/EXP/ES/2015,18.84958,-98.93858,,24.79,
3968,GASISLO 2000 SA DE CV,PL/2561/EXP/ES/2015,23.17269,-102.8886,,25.25,
3969,COMERCIALIZADORA NANDALUMI SA DE CV,PL/2415/EXP/ES/2015,16.77555,-93.10127,,24.89,
3970,"OPERADORA RAMSA, S.A. DE C.V.",PL/2516/EXP/ES/2015,31.60059,-106.3082,18.17,,
3971,"SERVICIOS CHIMABEL, S.A. DE C.V.",PL/2473/EXP/ES/2015,25.67978,-100.3167,,25.49,
3972,"BP ESTACIONES Y SERVICIOS ENERGETICOS, S.A. DE C.V.",PL/2384/EXP/ES/2015,32.53116,-116.9588,23.39,,
3973,GASOLINERA SERVITEC SA DE CV,PL/2519/EXP/ES/2015,25.58886,-103.4828,,25.1,
3974,"Servicio Rodasa, S.A. de C.V.",PL/2481/EXP/ES/2015,19.33686,-99.14759,24.59,,
3975,"Grupo Macruz, S.A. de C.V.",PL/2443/EXP/ES/2015,19.38341,-99.14518,,25.79,
3976,LAURO MENDEZ GARCIA,PL/2445/EXP/ES/2015,21.45972,-100.8651,,26.0,
3977,"SUPER GAS LA FLORIDA, S.A DE C.V.",PL/2487/EXP/ES/2015,22.15237,-100.8923,,,25.19
3978,ESTACION DE SERVICIO ZITUNERO SA DE CV,PL/2461/EXP/ES/2015,19.52038,-101.5971,23.39,,
3979,"ENERGIA Y SERVICIOS COORDINADOS, S.A. DE C.V.",PL/2444/EXP/ES/2015,25.49619,-103.411,23.99,,
3980,ORSAN DEL NORTE S.A. DE C.V.,PL/2257/EXP/ES/2015,25.62422,-100.2758,,27.79,
3981,ORSAN DEL NORTE S.A. DE C.V.,PL/2250/EXP/ES/2015,25.66791,-100.3451,,,24.89
3982,OPERADORA LA PIEDAD S.A. DE C.V.,PL/2368/EXP/ES/2015,19.40765,-99.08327,,25.76,
3983,INMOBILIARIA TETITO S.A. DE C.V.,PL/2448/EXP/ES/2015,19.62271,-99.15917,23.09,,
3984,"SOYAGAS, S.A. DE C.V.",PL/2422/EXP/ES/2015,20.00719,-99.52373,,24.91,
3985,"ENERGIA Y SERVICIOS COORDINADOS, S.A. DE C.V.",PL/2367/EXP/ES/2015,25.55092,-103.4267,,26.19,
3986,ADA LOPEZ OROZCO,PL/2562/EXP/ES/2015,16.54737,-94.94978,,,24.45
3987,"SERVICIO CUEVAS, SA DE CV",PL/2432/EXP/ES/2015,20.26148,-97.96648,,24.95,
3988,AUTO SERVICIO MONTESINOS SA DE CV,PL/2490/EXP/ES/2015,16.76697,-93.16658,,24.95,
3989,AMPURIA HIDROCARBUROS SA DE CV,PL/2374/EXP/ES/2015,16.81142,-99.80197,,26.1,
3990,"SERVICIO ARYCLA, S.A. DE C.V.",PL/2425/EXP/ES/2015,19.41557,-99.02966,22.95,,
3991,GASOLINERA LAS MARIAS CORRECTOS S A DE C V ,PL/2300/EXP/ES/2015,16.74583,-93.13702,,24.29,
3992,"SERVICIO EL DIEZ, S.A. DE C.V.",PL/2507/EXP/ES/2015,18.8349,-99.21681,23.89,,
3993,RIO CHOIX SA DE CV,PL/2322/EXP/ES/2015,26.71874,-108.3229,24.5,,
3994,SERVICIO LATERAL SA DE CV,PL/2332/EXP/ES/2015,20.94624,-101.4312,,,25.64
3995,GASOLINERA Y SERVICIOS JUAREZ SA DE CV,PL/2406/EXP/ES/2015,20.50101,-86.93692,25.3,,
3996,"ENERGIA Y SERVICIOS COORDINADOS, S.A. DE C.V.",PL/2428/EXP/ES/2015,25.53031,-103.2293,23.39,,
3997,"ENERGIA Y SERVICIOS COORDINADOS, S.A. DE C.V.",PL/2447/EXP/ES/2015,25.54236,-103.4592,20.99,,
3998,ORSAN DEL NORTE S.A. DE C.V.,PL/2255/EXP/ES/2015,25.62923,-100.2966,,,24.99
3999,jalagas s.a. de c.v.,PL/2337/EXP/ES/2015,20.63909,-100.3939,,24.39,
4000,RICARDO CRUZ AGUILERA,PL/2439/EXP/ES/2015,20.45283,-101.5195,,24.99,
4017,"ENERGIA Y SERVICIOS COORDINADOS, S.A. DE C.V.",PL/2339/EXP/ES/2015,25.54996,-103.4489,,26.19,
4018,APAXCO COMBUSTIBLES SA DE CV,PL/2284/EXP/ES/2015,19.95837,-99.17146,,24.96,
4019,Jagregas s.a. de c.v.,PL/2352/EXP/ES/2015,20.55174,-100.3935,,24.39,
4020,ORSAN DEL NORTE S.A. DE C.V.,PL/2260/EXP/ES/2015,23.2107,-100.5383,,25.69,
4021,"SERVICIO OLIMPICO, S. A. DE C. V..",PL/2492/EXP/ES/2015,19.6614,-99.17057,,25.09,
4022,"ENERGIA Y SERVICIOS COORDINADOS, S.A. DE C.V.",PL/2327/EXP/ES/2015,25.57922,-103.4046,23.99,,
4023,"ENERGIA Y SERVICIOS COORDINADOS, S.A. DE C.V.",PL/2342/EXP/ES/2015,25.56409,-103.4393,,26.19,
4024,Grupo Garcia Montaño SA de CV,PL/2458/EXP/ES/2015,32.66548,-115.4755,22.69,,
4025,ABASTECEDORA DE SERVICIOS DEL VALLE SA DE CV,PL/2568/EXP/ES/2015,25.46222,-108.0826,,25.99,
4026,ESTACIONES DE SERVICIO S.A. DE C.V.,PL/2348/EXP/ES/2015,20.57712,-100.3738,23.89,,
4027,"ENERGIA Y SERVICIOS COORDINADOS, S.A. DE C.V.",PL/2454/EXP/ES/2015,25.50527,-103.3949,,25.99,
4028,GRUPO ALVARIA S.A DE C.V,PL/2386/EXP/ES/2015,19.65472,-101.2021,,,24.86
4029,"ENERGIA Y SERVICIOS COORDINADOS, S.A. DE C.V.",PL/2308/EXP/ES/2015,24.0937,-104.576,24.69,,
4030,ESTACIONES DE SERVICIO S.A. DE C.V.,PL/2530/EXP/ES/2015,20.56852,-100.3026,23.39,,
4031,"SERVICIOS 500´S ESCALONES,S.A. DE C.V.",PL/2299/EXP/ES/2015,18.83866,-97.07911,23.2,,
4032,AUTOCENTRO LOS LAGUITOS SA DE CV,PL/2292/EXP/ES/2015,16.76263,-93.15254,,24.78,
4033,GASOLINERA SACSALUM SA DE CV,PL/2538/EXP/ES/2015,16.31365,-91.99402,23.19,,
4034,LA MARINA VIEJA SA DE CV     ES02967,PL/2285/EXP/ES/2015,23.72964,-98.21976,,25.4,
4035,"ENERGIA Y SERVICIOS COORDINADOS, S.A. DE C.V.",PL/2312/EXP/ES/2015,25.55782,-103.3782,,26.19,
4036,Servicio Extrarapido SA de CV,PL/2244/EXP/ES/2015,20.70671,-103.3475,,,23.99
4037,"SUPER SERVICIO LOS HERNANDEZ, S.A. DE C.V.",PL/2283/EXP/ES/2015,19.79548,-99.1797,,24.59,
4038,COMBUSTIBLES CALETA S.A. DE C.V.,PL/2335/EXP/ES/2015,20.47733,-86.97294,,26.3,
4039,ADMINISTRADORA DEL COLORADO S. DE R.L. DE C.V.,PL/2411/EXP/ES/2015,32.63813,-115.3929,22.39,,
4040,"ENERGIA Y SERVICIOS COORDINADOS, S.A. DE C.V.",PL/2426/EXP/ES/2015,25.77227,-103.2735,,,24.79
4041,"SERVICIO ZORA, S. A. DE C. V.",PL/2493/EXP/ES/2015,19.42456,-99.03296,23.09,,
4042,Almacenes Distribuidores de la Frontera SA de CV,PL/2271/EXP/ES/2015,31.62668,-106.3927,18.39,,
4043,GASOLINERIA SAGRADO CORAZON S.A. DE C.V.,PL/2518/EXP/ES/2015,19.06512,-102.3344,,26.28,
4044,SERVICIOS RURALES DE SAN SEBASTIAN SA DE CV,PL/2407/EXP/ES/2015,20.28136,-103.4389,,26.89,
4045,"SERVICIOS CHIMABEL, S.A. DE C.V.",PL/2474/EXP/ES/2015,25.73617,-100.3035,23.69,,
4046,"ENERGIA Y SERVICIOS COORDINADOS, S.A. DE C.V.",PL/2334/EXP/ES/2015,25.63206,-103.3801,,26.19,
4047,JAVIER COLSA VALDES,PL/2366/EXP/ES/2015,19.5101,-99.21855,23.45,,
4048,GUILLE GASOLGRUPO SA DE CV,PL/2427/EXP/ES/2015,20.5629,-103.2836,23.75,,
4049,SERVICIO ZATRA S.A. DE C.V.,PL/2460/EXP/ES/2015,20.53612,-99.65636,,24.5,
4050,"ENERGIA Y SERVICIOS COORDINADOS, S.A. DE C.V.",PL/2340/EXP/ES/2015,25.55356,-103.4926,,26.19,
4051,ESTACION DE SERVICIO OLIMPICA SA DE CV,PL/2555/EXP/ES/2015,20.65038,-103.333,,25.99,
4052,"ENERGIA Y SERVICIOS COORDINADOS, S.A. DE C.V.",PL/2324/EXP/ES/2015,25.53474,-103.3935,23.99,,
4053,SILCAR COMBUSTIBLES SA DE CV ,PL/2500/EXP/ES/2015,19.40766,-98.19305,,24.21,
4054,EL CRUCERO DE ZACATLAN SA DE CV ,PL/2418/EXP/ES/2015,19.94158,-97.96631,22.99,,
4055,"Impulsora de Servicios Automotrices, S.A.",PL/2434/EXP/ES/2015,19.52629,-99.22556,,26.69,
4056,"GASOLINERA LOS PINOS, S.A. DE C.V.",PL/2421/EXP/ES/2015,20.19,-98.04452,,25.29,
4057,"SUPER SERVICIO UNIDAD, SA DE CV   E04698",PL/2478/EXP/ES/2015,22.27484,-97.86788,22.69,,
4058,"SERVICIOS CHIMABEL, S.A. DE C.V.",PL/2475/EXP/ES/2015,25.68686,-100.3427,22.69,,
4059,"SERVICIOS CHIMABEL, S.A. DE C.V.",PL/2476/EXP/ES/2015,25.70692,-100.1997,23.49,,
4060,ESTACIONES DE SERVICIO S.A. DE C.V.,PL/2375/EXP/ES/2015,20.59274,-100.4139,21.99,,
4061,NACIONAL DE COMBUSTIBLES Y LUBRICANTES S.A. DE C.V,PL/2317/EXP/ES/2015,19.49686,-98.89568,,,23.99
4062,SERVICIOS INTEGRALES DE TLAQUEPAQUE S.A. DE C.V.,PL/2393/EXP/ES/2015,20.57123,-103.3909,23.49,,
4063,ORSAN DEL NORTE S.A. DE C.V.,PL/2263/EXP/ES/2015,25.70924,-100.1942,23.69,,
4064,TURISMO Y COMBUSTIBLES SA DE CV,PL/2459/EXP/ES/2015,0,0,,17.9,
4065,"SERVICIO CIUDAD LAGO, S.A. DE C.V. ",PL/2347/EXP/ES/2015,19.45236,-99.05029,,25.35,
4066,SERVICIO DURANGO SA DE CV,PL/2252/EXP/ES/2015,24.02604,-104.6546,,25.99,
4067,"ENERGIA Y SERVICIOS COORDINADOS, S.A. DE C.V.",PL/2325/EXP/ES/2015,25.54147,-103.414,,26.19,
4068,SERVICIO EL MORILLO SA DE CV,PL/2376/EXP/ES/2015,25.39975,-101.0253,,24.8,
4069,"SERVICIO PRADERAS, S.A. DE C.V.",PL/2535/EXP/ES/2015,25.4296,-100.9579,,26.99,
4070,ESTACIÓN DE SERVICIOS POMAS SA DE CV,PL/2314/EXP/ES/2015,24.07053,-103.4184,,23.99,
4071,Almacenes Distribuidores de la Frontera SA de CV,PL/2267/EXP/ES/2015,31.6918,-106.3624,,20.39,
4072,ESTACION DE SERVICIO PUNTA PIEDRA S DE RL DE CV,PL/2416/EXP/ES/2015,31.79224,-116.5864,,23.99,
4073,"ENERGIA Y SERVICIOS COORDINADOS, S.A. DE C.V.",PL/2330/EXP/ES/2015,25.51172,-103.4065,,26.19,
4074,SERVICIO JACINTO CEJA VELAZQUEZ S.A. DE C.V.,PL/2381/EXP/ES/2015,19.66584,-101.9404,24.31,,
4075,"GASOLINERA SAN NICOLAS, S.A. DE C.V.",PL/2379/EXP/ES/2015,20.57498,-103.181,24.68,,
4076,"OF LA REGIONAL, S. DE R.L. DE C.V.",PL/2552/EXP/ES/2015,19.6326,-98.91615,23.69,,
4077,"SUPER SERVICIO UNIDAD, SA DE CV   E04698",PL/2554/EXP/ES/2015,22.27522,-97.87358,23.09,,
4078,"COMBUSTIBLES LA PURISIMA, S.A. DE C.V.",PL/2305/EXP/ES/2015,22.20215,-101.0254,,,25.19
4079,Almacenes Distribuidores de la Frontera SA de CV,PL/2268/EXP/ES/2015,31.60207,-106.3566,18.39,,
4080,SERVICIO EL MORILLO SA DE CV,PL/2505/EXP/ES/2015,25.40178,-101.0266,23.1,,
4081,EL CRUCERO DE ZACATLAN SA DE CV ,PL/2559/EXP/ES/2015,19.92253,-97.97012,22.99,,
4082,GASOLINERA ECG SA DE CV,PL/2288/EXP/ES/2015,23.72294,-98.99843,,24.8,
4083,PARADOR TURISTICO DEL NORESTE SA DE CV,PL/2506/EXP/ES/2015,24.49552,-100.2947,23.89,,
4084,ABASTECEDORA DE SERVICIOS DEL VALLE SA DE CV,PL/2403/EXP/ES/2015,25.56057,-108.4631,,26.09,
4085,"Servicio Madero, S.A. de C.V.",PL/2472/EXP/ES/2015,19.44328,-99.11723,,25.99,
4086,GASOLINERA JEBLA SA DE CV,PL/2287/EXP/ES/2015,23.70718,-98.99267,23.89,,
4087,"ENERGIA Y SERVICIOS COORDINADOS, S.A. DE C.V.",PL/2370/EXP/ES/2015,25.56332,-103.4896,,,
4088,"ESTACION DE SERVICIO PUERTA GRANDE,  S. DE R.L. DE C.V.",PL/2396/EXP/ES/2015,24.76848,-107.3978,,26.95,
4089,ORSAN DEL NORTE S.A. DE C.V.,PL/2253/EXP/ES/2015,25.71555,-100.2844,23.89,,
4090,ORSAN DEL NORTE S.A. DE C.V.,PL/2258/EXP/ES/2015,25.86805,-100.2312,,,25.39
4091,SERVICIO PARAISO S DE R.L. DE C.V.,PL/2281/EXP/ES/2015,19.53975,-96.92581,23.99,,
4092,ESTACIONES DE SERVICIO S.A. DE C.V.,PL/2528/EXP/ES/2015,20.41684,-100.0443,23.99,,
4093,Los Angeles Servicio S. A. de C. V.,PL/2477/EXP/ES/2015,21.12548,-101.6826,23.78,,
4094,ESTACIONES DE SERVICIO AUTO S.A. DE C.V.,PL/2387/EXP/ES/2015,21.15288,-86.84193,,,17.36
4095,"GRUPO OCTANO, S.A. DE C.V.",PL/2240/EXP/ES/2015,20.21937,-101.112,24.64,,
4096,"BP ESTACIONES Y SERVICIOS ENERGETICOS, S.A. DE C.V.",PL/2398/EXP/ES/2015,32.366,-117.0545,23.19,,
4097,"SERVICIOS CHIMABEL, S.A. DE C.V.",PL/2546/EXP/ES/2015,25.73454,-100.3738,,25.59,
4098,ESTACION DE SERVICIO LOS CARRANZAS SA DE CV,PL/2467/EXP/ES/2015,27.47651,-99.50189,,22.5,
4099,EL CRUCERO DE ZACATLAN SA DE CV ,PL/2466/EXP/ES/2015,19.88706,-97.97446,,,24.99
4100,MEGA SERVICIO GRINGAS SA DE CV ,PL/2504/EXP/ES/2015,20.69914,-103.2942,,25.97,
4101,COMBUSTIBLES Y SERVICIOS VIÑEDOS SA DE CV,PL/2296/EXP/ES/2015,25.8216,-108.9782,,26.32,
4102,"GASO-MEX, S.A. DE C.V.",PL/2385/EXP/ES/2015,19.48701,-99.12267,,25.58,
4103,SERVICIO GARCIA ANCIRA S A,PL/2358/EXP/ES/2015,25.72698,-100.3909,,24.99,
4104,"ESTACION DE SERVICIO SAN MARCOS, S.A. DE C.V.",PL/2389/EXP/ES/2015,19.42252,-96.97235,23.61,,
4105,ADMINISTRADORA DEL COLORADO S. DE R.L. DE C.V.,PL/2410/EXP/ES/2015,32.39994,-117.053,,25.57,
4106,ORSAN DEL NORTE S.A. DE C.V.,PL/2264/EXP/ES/2015,26.90107,-101.4381,22.79,,
4107,ESTACIONES DE SERVICIO S.A. DE C.V.,PL/2510/EXP/ES/2015,22.14861,-100.9517,,25.39,
4108,SERVICIOS JM GALLMAR SA DE CV,PL/2514/EXP/ES/2015,20.40002,-101.2913,,,
4109,"ENERGIA Y SERVICIOS COORDINADOS, S.A. DE C.V.",PL/2343/EXP/ES/2015,25.53595,-103.4251,23.99,,
4110,"ENERGIA Y SERVICIOS COORDINADOS, S.A. DE C.V.",PL/2371/EXP/ES/2015,25.54267,-103.4686,23.99,,
4111,HR SOL SERVICIOS ADMINISTRATIVOS FONDO 3 S.A DE C.V.,PL/2543/EXP/ES/2015,19.31057,-99.63436,21.99,,
4112,Servicio Savam S.A. de C.V.,PL/2399/EXP/ES/2015,19.65511,-100.1173,23.69,,
4113,ESTACIONES DE SERVICIO AUTO S.A. DE C.V.,PL/2388/EXP/ES/2015,20.21809,-87.43987,25.18,,
4114,"ENERGIA Y SERVICIOS COORDINADOS, S.A. DE C.V.",PL/2357/EXP/ES/2015,25.52841,-103.4358,23.99,,
4115,PETRO MAR DEL GOLFO SA DE CV,PL/2419/EXP/ES/2015,20.19351,-96.86853,,,25.85
4116,GRUPO GASOLINERO BUGATTI SA DE CV,PL/2480/EXP/ES/2015,20.4945,-100.1366,,24.05,
4117,"SERVICIO OMEGA, S.A. DE C.V.",PL/2526/EXP/ES/2015,25.45233,-101.0037,,26.99,
